procedure_code,description,procedure_group
57511,Cryocautery of cervix,Surgery
57513,Laser surgery of cervix,Surgery
57520,Conization of cervix,Surgery
57522,Conization of cervix,Surgery
57530,Removal of cervix,Surgery
57531,"Removal of cervix, radical",Surgery
57540,Removal of residual cervix,Surgery
57545,Remove cervix/repair pelvis,Surgery
57550,Removal of residual cervix,Surgery
57555,Remove cervix/repair vagina,Surgery
57556,"Remove cervix, repair bowel",Surgery
57700,Revision of cervix,Surgery
57720,Revision of cervix,Surgery
57800,Dilation of cervical canal,Surgery
57820,D & c of residual cervix,Surgery
58100,Biopsy of uterus lining,Surgery
58120,Dilation and curettage,Surgery
58140,Myomectomy abdom method,Surgery
58145,Myomectomy vag method,Surgery
58146,Myomectomy abdom complex,Surgery
58150,Total hysterectomy,Surgery
58152,Total hysterectomy,Surgery
58180,Partial hysterectomy,Surgery
58200,Extensive hysterectomy,Surgery
58210,Extensive hysterectomy,Surgery
58240,Removal of pelvis contents,Surgery
58260,Vaginal hysterectomy,Surgery
58262,Vag hyst including t/o,Surgery
58263,Vag hyst w/t/o & vag repair,Surgery
58267,Vag hyst w/urinary repair,Surgery
58270,Vag hyst w/enterocele repair,Surgery
58275,Hysterectomy/revise vagina,Surgery
58280,Hysterectomy/revise vagina,Surgery
58285,Extensive hysterectomy,Surgery
58290,Vag hyst complex,Surgery
58291,"Vag hyst incl t/o, complex",Surgery
58292,"Vag hyst t/o & repair, compl",Surgery
58293,"Vag hyst w/uro repair, compl",Surgery
58294,"Vag hyst w/enterocele, compl",Surgery
58300,Insert intrauterine device,Surgery
58301,Remove intrauterine device,Surgery
58321,Artificial insemination,Surgery
58322,Artificial insemination,Surgery
58323,Sperm washing,Surgery
58340,Catheter for hysterography,Surgery
58345,Reopen fallopian tube,Surgery
58346,Insert heyman uteri capsule,Surgery
58350,Reopen fallopian tube,Surgery
58353,"Endometr ablate, thermal",Surgery
58356,Endometrial cryoablation,Surgery
58400,Suspension of uterus,Surgery
58410,Suspension of uterus,Surgery
58520,Repair of ruptured uterus,Surgery
58540,Revision of uterus,Surgery
58545,Laparoscopic myomectomy,Surgery
58546,"Laparo-myomectomy, complex",Surgery
58550,Laparo-asst vag hysterectomy,Surgery
58552,Laparo-vag hyst incl t/o,Surgery
58553,"Laparo-vag hyst, complex",Surgery
58554,"Laparo-vag hyst w/t/o, compl",Surgery
58555,"Hysteroscopy, dx, sep proc",Surgery
58558,"Hysteroscopy, biopsy",Surgery
58559,"Hysteroscopy, lysis",Surgery
58560,"Hysteroscopy, resect septum",Surgery
58561,"Hysteroscopy, remove myoma",Surgery
58562,"Hysteroscopy, remove fb",Surgery
58563,"Hysteroscopy, ablation",Surgery
58565,"Hysteroscopy, sterilization",Surgery
58578,"Laparo proc, uterus",Surgery
58579,Hysteroscope procedure,Surgery
58600,Division of fallopian tube,Surgery
58605,Division of fallopian tube,Surgery
58611,Ligate oviduct(s) add-on,Surgery
58615,Occlude fallopian tube(s),Surgery
58660,"Laparoscopy, lysis",Surgery
58661,"Laparoscopy, remove adnexa",Surgery
58662,"Laparoscopy, excise lesions",Surgery
58670,"Laparoscopy, tubal cautery",Surgery
58671,"Laparoscopy, tubal block",Surgery
58672,"Laparoscopy, fimbrioplasty",Surgery
58673,"Laparoscopy, salpingostomy",Surgery
58679,"Laparo proc, oviduct-ovary",Surgery
58700,Removal of fallopian tube,Surgery
58720,Removal of ovary/tube(s),Surgery
58740,Revise fallopian tube(s),Surgery
58750,Repair oviduct,Surgery
58752,Revise ovarian tube(s),Surgery
58760,Remove tubal obstruction,Surgery
58770,Create new tubal opening,Surgery
58800,Drainage of ovarian cyst(s),Surgery
58805,Drainage of ovarian cyst(s),Surgery
58820,"Drain ovary abscess, open",Surgery
58822,"Drain ovary abscess, percut",Surgery
58823,"Drain pelvic abscess, percut",Surgery
58825,"Transposition, ovary(s)",Surgery
58900,Biopsy of ovary(s),Surgery
58920,Partial removal of ovary(s),Surgery
58925,Removal of ovarian cyst(s),Surgery
58940,Removal of ovary(s),Surgery
58943,Removal of ovary(s),Surgery
58950,Resect ovarian malignancy,Surgery
58951,Resect ovarian malignancy,Surgery
58952,Resect ovarian malignancy,Surgery
58953,"Tah, rad dissect for debulk",Surgery
58954,Tah rad debulk/lymph remove,Surgery
58956,"Bso, omentectomy w/tah",Surgery
58960,Exploration of abdomen,Surgery
58970,Retrieval of oocyte,Surgery
58974,Transfer of embryo,Surgery
58976,Transfer of embryo,Surgery
58999,Genital surgery procedure,Surgery
59000,"Amniocentesis, diagnostic",Surgery
59001,"Amniocentesis, therapeutic",Surgery
59012,"Fetal cord puncture,prenatal",Surgery
59015,Chorion biopsy,Surgery
59020,Fetal contract stress test,Surgery
59025,Fetal non-stress test,Surgery
59030,Fetal scalp blood sample,Surgery
59050,Fetal monitor w/report,Surgery
59051,Fetal monitor/interpret only,Surgery
59070,Transabdom amnioinfus w/us,Surgery
59072,Umbilical cord occlud w/us,Surgery
59074,Fetal fluid drainage w/us,Surgery
59076,"Fetal shunt placement, w/us",Surgery
59100,Remove uterus lesion,Surgery
59120,Treat ectopic pregnancy,Surgery
59121,Treat ectopic pregnancy,Surgery
59130,Treat ectopic pregnancy,Surgery
59135,Treat ectopic pregnancy,Surgery
59136,Treat ectopic pregnancy,Surgery
59140,Treat ectopic pregnancy,Surgery
59150,Treat ectopic pregnancy,Surgery
59151,Treat ectopic pregnancy,Surgery
59160,D & c after delivery,Surgery
59200,Insert cervical dilator,Surgery
59300,Episiotomy or vaginal repair,Surgery
59320,Revision of cervix,Surgery
59325,Revision of cervix,Surgery
59350,Repair of uterus,Surgery
59400,Obstetrical care,Surgery
59409,Obstetrical care,Surgery
59410,Obstetrical care,Surgery
59412,Antepartum manipulation,Surgery
59414,Deliver placenta,Surgery
59425,Antepartum care only,Surgery
59426,Antepartum care only,Surgery
59430,Care after delivery,Surgery
59510,Cesarean delivery,Surgery
59514,Cesarean delivery only,Surgery
59515,Cesarean delivery,Surgery
59525,Remove uterus after cesarean,Surgery
59610,Vbac delivery,Surgery
59612,Vbac delivery only,Surgery
59614,Vbac care after delivery,Surgery
59618,Attempted vbac delivery,Surgery
59620,Attempted vbac delivery only,Surgery
59622,Attempted vbac after care,Surgery
59812,Treatment of miscarriage,Surgery
59820,Care of miscarriage,Surgery
59821,Treatment of miscarriage,Surgery
59830,Treat uterus infection,Surgery
59840,Abortion,Surgery
59841,Abortion,Surgery
59850,Abortion,Surgery
59851,Abortion,Surgery
59852,Abortion,Surgery
59855,Abortion,Surgery
59856,Abortion,Surgery
59857,Abortion,Surgery
59866,Abortion (mpr),Surgery
59870,Evacuate mole of uterus,Surgery
59871,Remove cerclage suture,Surgery
59897,Fetal invas px w/us,Surgery
59898,"Laparo proc, ob care/deliver",Surgery
59899,Maternity care procedure,Surgery
60000,Drain thyroid/tongue cyst,Surgery
60001,Aspirate/inject thyriod cyst,Surgery
60100,Biopsy of thyroid,Surgery
60200,Remove thyroid lesion,Surgery
60210,Partial thyroid excision,Surgery
60212,Partial thyroid excision,Surgery
60220,Partial removal of thyroid,Surgery
60225,Partial removal of thyroid,Surgery
60240,Removal of thyroid,Surgery
60252,Removal of thyroid,Surgery
60254,Extensive thyroid surgery,Surgery
60260,Repeat thyroid surgery,Surgery
60270,Removal of thyroid,Surgery
60271,Removal of thyroid,Surgery
60280,Remove thyroid duct lesion,Surgery
60281,Remove thyroid duct lesion,Surgery
60500,Explore parathyroid glands,Surgery
60502,Re-explore parathyroids,Surgery
60505,Explore parathyroid glands,Surgery
60512,Autotransplant parathyroid,Surgery
60520,Removal of thymus gland,Surgery
60521,Removal of thymus gland,Surgery
60522,Removal of thymus gland,Surgery
60540,Explore adrenal gland,Surgery
60545,Explore adrenal gland,Surgery
60600,Remove carotid body lesion,Surgery
60605,Remove carotid body lesion,Surgery
60650,Laparoscopy adrenalectomy,Surgery
60659,"Laparo proc, endocrine",Surgery
60699,Endocrine surgery procedure,Surgery
61000,Remove cranial cavity fluid,Surgery
61001,Remove cranial cavity fluid,Surgery
61020,Remove brain cavity fluid,Surgery
61026,Injection into brain canal,Surgery
61050,Remove brain canal fluid,Surgery
61055,Injection into brain canal,Surgery
61070,Brain canal shunt procedure,Surgery
61105,Twist drill hole,Surgery
61107,Drill skull for implantation,Surgery
61108,Drill skull for drainage,Surgery
61120,Burr hole for puncture,Surgery
61140,Pierce skull for biopsy,Surgery
61150,Pierce skull for drainage,Surgery
61151,Pierce skull for drainage,Surgery
61154,Pierce skull & remove clot,Surgery
61156,Pierce skull for drainage,Surgery
61210,"Pierce skull, implant device",Surgery
61215,Insert brain-fluid device,Surgery
61250,Pierce skull & explore,Surgery
61253,Pierce skull & explore,Surgery
61304,Open skull for exploration,Surgery
61305,Open skull for exploration,Surgery
61312,Open skull for drainage,Surgery
61313,Open skull for drainage,Surgery
61314,Open skull for drainage,Surgery
61315,Open skull for drainage,Surgery
61316,Implt cran bone flap to abdo,Surgery
61320,Open skull for drainage,Surgery
61321,Open skull for drainage,Surgery
61322,Decompressive craniotomy,Surgery
61323,Decompressive lobectomy,Surgery
61330,Decompress eye socket,Surgery
61332,Explore/biopsy eye socket,Surgery
61333,Explore orbit/remove lesion,Surgery
61334,Explore orbit/remove object,Surgery
61340,Subtemporal decompression,Surgery
61343,Incise skull (press relief),Surgery
61345,Relieve cranial pressure,Surgery
61440,Incise skull for surgery,Surgery
61450,Incise skull for surgery,Surgery
61458,Incise skull for brain wound,Surgery
61460,Incise skull for surgery,Surgery
61470,Incise skull for surgery,Surgery
61480,Incise skull for surgery,Surgery
61490,Incise skull for surgery,Surgery
61500,Removal of skull lesion,Surgery
61501,Remove infected skull bone,Surgery
61510,Removal of brain lesion,Surgery
61512,Remove brain lining lesion,Surgery
61514,Removal of brain abscess,Surgery
61516,Removal of brain lesion,Surgery
61517,Implt brain chemotx add-on,Surgery
61518,Removal of brain lesion,Surgery
61519,Remove brain lining lesion,Surgery
61520,Removal of brain lesion,Surgery
61521,Removal of brain lesion,Surgery
61522,Removal of brain abscess,Surgery
61524,Removal of brain lesion,Surgery
61526,Removal of brain lesion,Surgery
61530,Removal of brain lesion,Surgery
61531,Implant brain electrodes,Surgery
61533,Implant brain electrodes,Surgery
61534,Removal of brain lesion,Surgery
61535,Remove brain electrodes,Surgery
61536,Removal of brain lesion,Surgery
61537,Removal of brain tissue,Surgery
61538,Removal of brain tissue,Surgery
61539,Removal of brain tissue,Surgery
61540,Removal of brain tissue,Surgery
61541,Incision of brain tissue,Surgery
61542,Removal of brain tissue,Surgery
61543,Removal of brain tissue,Surgery
61544,Remove & treat brain lesion,Surgery
61545,Excision of brain tumor,Surgery
61546,Removal of pituitary gland,Surgery
61548,Removal of pituitary gland,Surgery
61550,Release of skull seams,Surgery
61552,Release of skull seams,Surgery
61556,Incise skull/sutures,Surgery
61557,Incise skull/sutures,Surgery
61558,Excision of skull/sutures,Surgery
61559,Excision of skull/sutures,Surgery
61563,Excision of skull tumor,Surgery
61564,Excision of skull tumor,Surgery
61566,Removal of brain tissue,Surgery
61567,Incision of brain tissue,Surgery
61570,"Remove foreign body, brain",Surgery
61571,Incise skull for brain wound,Surgery
61575,Skull base/brainstem surgery,Surgery
61576,Skull base/brainstem surgery,Surgery
61580,"Craniofacial approach, skull",Surgery
61581,"Craniofacial approach, skull",Surgery
61582,"Craniofacial approach, skull",Surgery
61583,"Craniofacial approach, skull",Surgery
61584,Orbitocranial approach/skull,Surgery
61585,Orbitocranial approach/skull,Surgery
61586,"Resect nasopharynx, skull",Surgery
61590,Infratemporal approach/skull,Surgery
61591,Infratemporal approach/skull,Surgery
61592,Orbitocranial approach/skull,Surgery
61595,Transtemporal approach/skull,Surgery
61596,Transcochlear approach/skull,Surgery
61597,Transcondylar approach/skull,Surgery
61598,Transpetrosal approach/skull,Surgery
61600,Resect/excise cranial lesion,Surgery
61601,Resect/excise cranial lesion,Surgery
61605,Resect/excise cranial lesion,Surgery
61606,Resect/excise cranial lesion,Surgery
61607,Resect/excise cranial lesion,Surgery
61608,Resect/excise cranial lesion,Surgery
61609,"Transect artery, sinus",Surgery
61610,"Transect artery, sinus",Surgery
61611,"Transect artery, sinus",Surgery
61612,"Transect artery, sinus",Surgery
61613,"Remove aneurysm, sinus",Surgery
61615,"Resect/excise lesion, skull",Surgery
61616,"Resect/excise lesion, skull",Surgery
61618,Repair dura,Surgery
61619,Repair dura,Surgery
61623,Endovasc tempory vessel occl,Surgery
61624,"Transcath occlusion, cns",Surgery
61626,"Transcath occlusion, non-cns",Surgery
61680,Intracranial vessel surgery,Surgery
61682,Intracranial vessel surgery,Surgery
61684,Intracranial vessel surgery,Surgery
61686,Intracranial vessel surgery,Surgery
61690,Intracranial vessel surgery,Surgery
61692,Intracranial vessel surgery,Surgery
61697,"Brain aneurysm repr, complx",Surgery
61698,"Brain aneurysm repr, complx",Surgery
61700,"Brain aneurysm repr, simple",Surgery
61702,Inner skull vessel surgery,Surgery
61703,Clamp neck artery,Surgery
61705,Revise circulation to head,Surgery
61708,Revise circulation to head,Surgery
61710,Revise circulation to head,Surgery
61711,Fusion of skull arteries,Surgery
61720,Incise skull/brain surgery,Surgery
61735,Incise skull/brain surgery,Surgery
61750,Incise skull/brain biopsy,Surgery
61751,Brain biopsy w/ct/mr guide,Surgery
61760,Implant brain electrodes,Surgery
61770,Incise skull for treatment,Surgery
61790,Treat trigeminal nerve,Surgery
61791,Treat trigeminal tract,Surgery
61793,Focus radiation beam,Surgery
61795,Brain surgery using computer,Surgery
61850,Implant neuroelectrodes,Surgery
61860,Implant neuroelectrodes,Surgery
61863,Implant neuroelectrode,Surgery
61864,"Implant neuroelectrde, add?l",Surgery
61867,Implant neuroelectrode,Surgery
61868,"Implant neuroelectrde, add?l",Surgery
61870,Implant neuroelectrodes,Surgery
61875,Implant neuroelectrodes,Surgery
61880,Revise/remove neuroelectrode,Surgery
61885,Insrt/redo neurostim 1 array,Surgery
61886,Implant neurostim arrays,Surgery
61888,Revise/remove neuroreceiver,Surgery
62000,Treat skull fracture,Surgery
62005,Treat skull fracture,Surgery
62010,Treatment of head injury,Surgery
62100,Repair brain fluid leakage,Surgery
62115,Reduction of skull defect,Surgery
62116,Reduction of skull defect,Surgery
62117,Reduction of skull defect,Surgery
62120,Repair skull cavity lesion,Surgery
62121,Incise skull repair,Surgery
62140,Repair of skull defect,Surgery
62141,Repair of skull defect,Surgery
62142,Remove skull plate/flap,Surgery
62143,Replace skull plate/flap,Surgery
62145,Repair of skull & brain,Surgery
62146,Repair of skull with graft,Surgery
62147,Repair of skull with graft,Surgery
62148,Retr bone flap to fix skull,Surgery
62160,Neuroendoscopy add-on,Surgery
62161,Dissect brain w/scope,Surgery
62162,Remove colloid cyst w/scope,Surgery
62163,Neuroendoscopy w/fb removal,Surgery
62164,Remove brain tumor w/scope,Surgery
62165,Remove pituit tumor w/scope,Surgery
62180,Establish brain cavity shunt,Surgery
62190,Establish brain cavity shunt,Surgery
62192,Establish brain cavity shunt,Surgery
62194,Replace/irrigate catheter,Surgery
62200,Establish brain cavity shunt,Surgery
62201,Brain cavity shunt w/scope,Surgery
62220,Establish brain cavity shunt,Surgery
62223,Establish brain cavity shunt,Surgery
62225,Replace/irrigate catheter,Surgery
62230,Replace/revise brain shunt,Surgery
62252,Csf shunt reprogram,Surgery
62256,Remove brain cavity shunt,Surgery
62258,Replace brain cavity shunt,Surgery
62263,Epidural lysis mult sessions,Surgery
62264,Epidural lysis on single day,Surgery
62268,Drain spinal cord cyst,Surgery
62269,"Needle biopsy, spinal cord",Surgery
62270,"Spinal fluid tap, diagnostic",Surgery
62272,Drain cerebro spinal fluid,Surgery
62273,Inject epidural patch,Surgery
62280,Treat spinal cord lesion,Surgery
62281,Treat spinal cord lesion,Surgery
62282,Treat spinal canal lesion,Surgery
62284,Injection for myelogram,Surgery
62287,Percutaneous diskectomy,Surgery
62290,Inject for spine disk x-ray,Surgery
62291,Inject for spine disk x-ray,Surgery
62292,Injection into disk lesion,Surgery
62294,Injection into spinal artery,Surgery
62310,Inject spine c/t,Surgery
62311,Inject spine l/s (cd),Surgery
62318,"Inject spine w/cath, c/t",Surgery
62319,Inject spine w/cath l/s (cd),Surgery
62350,Implant spinal canal cath,Surgery
62351,Implant spinal canal cath,Surgery
62355,Remove spinal canal catheter,Surgery
62360,Insert spine infusion device,Surgery
62361,Implant spine infusion pump,Surgery
62362,Implant spine infusion pump,Surgery
62365,Remove spine infusion device,Surgery
62367,Analyze spine infusion pump,Surgery
62368,Analyze spine infusion pump,Surgery
63001,Removal of spinal lamina,Surgery
63003,Removal of spinal lamina,Surgery
63005,Removal of spinal lamina,Surgery
63011,Removal of spinal lamina,Surgery
63012,Removal of spinal lamina,Surgery
63015,Removal of spinal lamina,Surgery
63016,Removal of spinal lamina,Surgery
63017,Removal of spinal lamina,Surgery
63020,Neck spine disk surgery,Surgery
63030,Low back disk surgery,Surgery
63035,Spinal disk surgery add-on,Surgery
63040,"Laminotomy, single cervical",Surgery
63042,"Laminotomy, single lumbar",Surgery
